time_s,time_us,time_steady,dna_temp,heater_is_on,seq,srcSystem,srcComponent,time_gregorian
315965103,805200,304395,20.610687255859375,0,18,13,0,1980-01-06T03:05:03
315965104,805200,305395,20.855560302734375,0,29,13,0,1980-01-06T03:05:04
315965105,805200,306395,20.896240234375,0,42,13,0,1980-01-06T03:05:05
315965106,805200,307395,20.77410888671875,0,53,13,0,1980-01-06T03:05:06
315965107,805200,308395,20.814849853515625,0,65,13,0,1980-01-06T03:05:07
315965108,805200,309395,20.77410888671875,0,78,13,0,1980-01-06T03:05:08
315965109,805200,310395,20.569732666015625,0,89,13,0,1980-01-06T03:05:09
315965110,805200,311395,20.4876708984375,0,100,13,0,1980-01-06T03:05:10
315965111,805200,312395,20.199188232421875,0,113,13,0,1980-01-06T03:05:11
315965112,805200,313395,19.783355712890625,0,125,13,0,1980-01-06T03:05:12
315965113,805200,314395,19.57379150390625,0,136,13,0,1980-01-06T03:05:13
315965114,805200,315395,19.32080078125,0,149,13,0,1980-01-06T03:05:14
315965115,805200,316395,18.98089599609375,0,160,13,0,1980-01-06T03:05:15
315965116,805200,317395,18.8526611328125,0,171,13,0,1980-01-06T03:05:16
315965117,805200,318395,18.809814453125,0,185,13,0,1980-01-06T03:05:17
315965118,805200,319395,18.465301513671875,0,196,13,0,1980-01-06T03:05:18
315965119,805200,320395,18.1612548828125,0,207,13,0,1980-01-06T03:05:19
315965120,805200,321395,18.204864501953125,0,220,13,0,1980-01-06T03:05:20
315965121,805200,322395,18.204864501953125,0,231,13,0,1980-01-06T03:05:21
315965122,805200,323395,17.81072998046875,0,243,13,0,1980-01-06T03:05:22
315965123,805200,324395,17.722564697265625,0,0,13,0,1980-01-06T03:05:23
315965124,805200,325395,17.501251220703125,0,11,13,0,1980-01-06T03:05:24
315965125,805200,326395,17.233917236328125,0,22,13,0,1980-01-06T03:05:25
315965126,805200,327395,17.09954833984375,0,35,13,0,1980-01-06T03:05:26
315965127,805200,328395,16.693328857421875,0,47,13,0,1980-01-06T03:05:27
